ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Aegotheles XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 69
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Bombycilla XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 139
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Bucco XXXXXXXXXXXXXXX 15
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Cochlearius XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 136
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Crotophaga XXXXXXXXXXXX 12
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Crypturellus XXXXXXXXXXXXXXXX 16
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Daptrius XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 93
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Oxyura XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 88
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Pharomachrus XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 177
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Scytalopus XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 90
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Speotyto XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 170
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Struthio XXXXXXXXXXXXXXXXX 17
ErrLen ALD 0.75251 161 16 20 0 73 0 0 320701 Thamnophilus XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 170
ErrLen ALD 0.75251 161 16 20 1 73 0 0 320701 Bombycilla XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX 99
ErrLen ALD 0.75251 161 16 20 1 73 0 0 320701 Bucco XXXXXXXXXXXXXXX 15
